Id,SalePrice
1461,115527.58611167117
1462,150800.28650492922
1463,175285.35234804655
1464,180495.69281006616
1465,203966.68473752931
1466,174669.00025302998
1467,188794.24482167888
1468,172983.50305946113
1469,180785.98491901217
1470,123437.26334852754
1471,187835.00696117993
1472,95232.51982547132
1473,94807.75357462684
1474,152340.9768273907
1475,114304.42726348423
1476,413438.21968796774
1477,268917.1901285342
1478,301192.6685792144
1479,288959.95123825007
1480,542954.4435978722
1481,339527.3332224465
1482,202854.27866153335
1483,199351.11741411412
1484,169206.15532754085
1485,172637.8983747848
1486,202509.95973959783
1487,347374.8012731739
1488,245757.31003739004
1489,190290.4378441078
1490,236384.05272188617
1491,192768.6458133651
1492,97294.96674225258
1493,173186.9627020191
1494,293725.0320304223
1495,316284.16756581626
1496,234110.18060544907
1497,182628.5090102929
1498,159481.83105627727
1499,162766.4590291279
1500,163272.90262685818
1501,181513.1397413391
1502,160251.8209444119
1503,302444.5612698894
1504,236538.10445276526
1505,222006.0265608906
1506,204719.45939261472
1507,220758.54597193268
1508,179490.02506249215
1509,168876.45902097138
1510,144741.8215769983
1511,150338.0756678511
1512,180717.5126294018
1513,139083.59443813638
1514,156680.3408916614
1515,224275.00186469904
1516,168654.3447573673
1517,156340.79455512052
1518,137923.27313786797
1519,216537.46075090286
1520,139981.26030759246
1521,134237.6351985266
1522,165807.8393441106
1523,106823.40580533049
1524,127128.35511418783
1525,122889.43983650829
1526,113588.19461252162
1527,103986.39410615872
1528,127011.67548559023
1529,146246.52066962986
1530,199477.07685414358
1531,133751.8319923235
1532,103353.39558892198
1533,156710.6308764041
1534,115988.7993126792
1535,138652.48110802443
1536,103412.29751841098
1537,90923.83600178915
1538,146908.45836490035
1539,193866.742354705
1540,99494.19859727057
1541,149705.96719409394
1542,126880.95899757497
1543,207269.7254435834
1544,79833.19904324165
1545,118554.26801113843
1546,131786.02967910815
1547,131881.1007937902
1548,138703.74738414356
1549,119976.20049398691
1550,136208.0707776408
1551,117664.70211518646
1552,146551.1064650268
1553,146078.47669336275
1554,111954.69195731022
1555,173465.75404019968
1556,89223.87422963156
1557,111902.45276338581
1558,97821.10027582027
1559,82880.63046872547
1560,137892.15387641708
1561,142335.31841847784
1562,123241.25917325095
1563,112968.52753686873
1564,175506.1982830922
1565,152631.09604249522
1566,247677.51724170084
1567,80158.73586002362
1568,203100.85720572926
1569,159899.44449150935
1570,139944.65107138827
1571,123538.62232396823
1572,147914.25751442544
1573,259296.56223735536
1574,115708.24650120713
1575,217390.90957561115
1576,249466.4239823683
1577,200696.40335926943
1578,143048.86915627553
1579,154673.9213647334
1580,183331.83866865834
1581,147638.71095879763
1582,126338.42321935378
1583,328394.15669609583
1584,229096.9059777688
1585,148764.49541518683
1586,67573.22818852165
1587,101368.3327372695
1588,148146.81248795302
1589,94952.10914138058
1590,135166.66316065216
1591,94738.92048704189
1592,119104.67767857268
1593,128925.14930590669
1594,137139.9461160627
1595,109364.5677222107
1596,248188.7657649537
1597,156125.42598994996
1598,218927.03846408054
1599,182802.440426497
1600,184509.4921097636
1601,69091.5340402746
1602,108745.69289706454
1603,98075.95231864518
1604,271647.81370536244
1605,261848.26905145968
1606,169398.7478350869
1607,175728.72088925107
1608,215167.21231114786
1609,184290.17249499884
1610,162808.11728381965
1611,131854.71752567065
1612,178469.2475814236
1613,159330.4028221822
1614,125160.13316882597
1615,92083.42783311031
1616,74145.8792498921
1617,91087.0135656784
1618,119071.05688151227
1619,135463.24570309243
1620,159023.9626013094
1621,141723.00398568631
1622,145801.45100595857
1623,272819.47338273155
1624,206026.13550430772
1625,116142.9237026105
1626,168358.81151638023
1627,179425.32111251578
1628,297718.67975154443
1629,182704.99927553732
1630,396773.469957107
1631,219135.89240265402
1632,258001.63620474483
1633,166746.65589781172
1634,199210.1697834133
1635,178717.3672990337
1636,151570.8943339408
1637,173885.8713248074
1638,197611.40143434762
1639,178457.19070301912
1640,245695.52157325012
1641,172166.46968796614
1642,241860.67451161813
1643,232093.0548444764
1644,226005.85760719288
1645,209107.9436467516
1646,159438.60769128107
1647,152810.23399056343
1648,137901.07986474747
1649,133671.01740116935
1650,110695.67619342405
1651,119656.92150241576
1652,102112.7224244703
1653,102540.41295496476
1654,156045.07340236809
1655,140959.82694273733
1656,149625.84827486958
1657,151039.42136362876
1658,168721.24734574676
1659,119437.192322037
1660,154367.28892024097
1661,478170.33702998253
1662,445737.4953087194
1663,407380.1375273423
1664,521066.4720570657
1665,329152.72558511765
1666,378903.47526300664
1667,355569.34111791506
1668,351629.5259040165
1669,321621.32063219673
1670,364152.34044347465
1671,249897.20474917383
1672,486765.3455832041
1673,294429.6066133134
1674,244377.06560127746
1675,178008.26805256587
1676,188908.67870109837
1677,194742.6781619061
1678,500054.64240209793
1679,418330.4952861014
1680,316319.0685506644
1681,243854.0526369596
1682,316770.1971540946
1683,186858.8007782193
1684,183343.12097908492
1685,185787.1062929438
1686,170954.20141181978
1687,165252.1908180048
1688,190962.51147961602
1689,187770.88868768513
1690,195293.12606876218
1691,170940.78170739827
1692,272196.81445155217
1693,167236.57039012498
1694,176973.51100600752
1695,167865.30951001358
1696,276548.1559890079
1697,174088.27642121844
1698,378064.9615428658
1699,358800.0914818771
1700,240312.7694377255
1701,282701.07168165606
1702,255671.97026786557
1703,255881.435617075
1704,283898.87783218693
1705,242562.53737433138
1706,501291.2740655703
1707,216840.20535080065
1708,196749.63249181915
1709,280132.7491953551
1710,221818.89934745594
1711,273534.23555820907
1712,254708.5505977284
1713,254666.98078005688
1714,223857.70376299208
1715,208474.8020473643
1716,188620.11825693084
1717,177354.06621994442
1718,148205.15307972574
1719,209756.338380479
1720,266097.04441264155
1721,162990.33421822387
1722,135674.34341239883
1723,158941.05397776444
1724,202423.28547454806
1725,238345.11679879093
1726,204991.06972144722
1727,164723.77441151685
1728,191757.03588739838
1729,172548.89172722754
1730,191450.3930935116
1731,123110.7081992156
1732,126818.40293575283
1733,115871.12633727318
1734,111436.0216553777
1735,141187.81078630622
1736,114047.4148076101
1737,387772.3718453603
1738,217876.73248311752
1739,296088.270898532
1740,208866.94429190436
1741,189186.4933419915
1742,178375.49001382623
1743,178361.6543903136
1744,286286.1879268811
1745,248760.73899314762
1746,231631.29775799438
1747,220037.6031331078
1748,233936.42251839268
1749,158824.05283857277
1750,132364.571169431
1751,241146.16549839877
1752,120961.37408994827
1753,142872.43583122466
1754,198086.9865619788
1755,161524.05027419492
1756,121550.88905413043
1757,121926.15784093332
1758,148390.74910991784
1759,159026.0351459596
1760,166300.5599313871
1761,148644.2503562124
1762,182717.5569332109
1763,171554.8550771886
1764,125338.77132739931
1765,188862.7622361158
1766,172299.0399834051
1767,221764.84801094636
1768,150995.29466671558
1769,193469.00177993783
1770,144791.85537975663
1771,126151.48044458556
1772,135661.0262654303
1773,133420.54765531447
1774,142450.9206350166
1775,136106.4781682267
1776,115596.23319895392
1777,116382.2885380858
1778,139992.0435831092
1779,127085.5932296654
1780,165150.1194022374
1781,137541.4134854643
1782,82508.86018531864
1783,128520.18604404647
1784,111681.62096904832
1785,126563.32888833381
1786,162595.0019846717
1787,159911.12360123647
1788,55354.497445085646
1789,118386.5984770483
1790,80765.20309795105
1791,195196.38179682047
1792,168548.34189634048
1793,139380.5919023585
1794,149138.32975286036
1795,133740.9184046357
1796,133437.9723697435
1797,106159.9976595557
1798,128621.11985963203
1799,111376.62682955386
1800,126295.93230719613
1801,123774.37724651932
1802,143049.86576319174
1803,150878.51408390902
1804,141534.25996683273
1805,143184.03825913023
1806,108025.78645459906
1807,128726.41345143443
1808,121665.28403366057
1809,133589.7783448569
1810,140454.81175399973
1811,105230.27293858121
1812,100345.59007941617
1813,117191.14021306417
1814,93676.3067338707
1815,65034.245294091605
1816,112641.47432246491
1817,126902.37846435615
1818,162391.6633565401
1819,131537.26197949168
1820,55248.078615463135
1821,135919.71391820093
1822,146676.79524787277
1823,38629.33837020213
1824,144666.15096439127
1825,134990.25309185332
1826,105860.11024346304
1827,99456.78272156176
1828,130642.60806863906
1829,120333.7710105012
1830,152806.90956047171
1831,157918.8576806027
1832,80034.91295288902
1833,128958.92120798597
1834,131337.87470851064
1835,121971.35415429389
1836,123574.31954262417
1837,85623.93553100468
1838,134299.99030545197
1839,98939.64579163982
1840,151320.5758079938
1841,136872.35075314096
1842,77752.51245179852
1843,135718.04787409105
1844,142661.3123183812
1845,127708.71060229589
1846,149900.06426441588
1847,155940.21332364646
1848,64743.006099808284
1849,114826.15466035633
1850,118898.99336410349
1851,158400.58465267753
1852,140284.56234064625
1853,134856.6774956789
1854,176320.29647674682
1855,139899.14535588614
1856,225728.1974183652
1857,220823.62289099814
1858,141715.1354716662
1859,134030.34523022443
1860,151315.42668175735
1861,133396.05041929486
1862,319880.18591270567
1863,317316.31542804895
1864,317316.31542804895
1865,371671.2151365639
1866,346737.1361409356
1867,242623.7182385195
1868,310203.8067301125
1869,189829.566701527
1870,249614.5144316755
1871,266643.0791454724
1872,183722.3028627858
1873,219986.25672287264
1874,162568.6985429217
1875,205033.65618816996
1876,191590.86496520665
1877,207218.16374001186
1878,203882.5457932882
1879,118631.49730235767
1880,138301.84537778114
1881,220887.4781482534
1882,244631.7889371771
1883,199179.85274376764
1884,211728.8636446962
1885,242740.30033118746
1886,294073.80275868636
1887,202205.5786972856
1888,278098.4591238556
1889,184769.27038845228
1890,124976.1546977587
1891,140250.22348041192
1892,100789.7087363835
1893,126271.09558614923
1894,128626.6450993909
1895,133866.16838007013
1896,126997.56049487118
1897,116441.47209940951
1898,117517.6709196536
1899,150901.10512525894
1900,130649.59151049254
1901,170662.7021539747
1902,132662.9107552615
1903,217714.33635232862
1904,138284.60605539024
1905,188370.66260072077
1906,154179.23928058334
1907,220765.20765652464
1908,109769.46183957478
1909,135732.46492432643
1910,129992.972473313
1911,206891.45442637015
1912,295825.9751121773
1913,117503.16772210078
1914,61744.92321173287
1915,314454.61103118066
1916,94164.27199210734
1917,261499.83945117812
1918,138104.74165947462
1919,177730.40434376404
1920,149144.94257875063
1921,439604.0572028386
1922,337240.8685224314
1923,229364.1051697378
1924,234926.27679997424
1925,218507.54763604232
1926,422560.6057756726
1927,131650.70044340636
1928,155851.92313064245
1929,115702.03549496582
1930,136347.52095528707
1931,148405.53106164117
1932,142169.27972019464
1933,200536.68007341473
1934,178283.19489976013
1935,175379.2457949497
1936,178655.58944202212
1937,178491.84673438297
1938,177228.08792256532
1939,265561.65106307954
1940,196677.27451413692
1941,177354.05757114
1942,183383.7287840435
1943,217284.8347212595
1944,366528.44622571795
1945,386751.0795092494
1946,143241.04049475596
1947,300971.3080673567
1948,165383.23598566148
1949,256770.92064511892
1950,182100.8052312461
1951,248589.58933318668
1952,226982.30767663082
1953,161225.2275461266
1954,196438.98660994292
1955,135149.27961154046
1956,382749.99582911626
1957,151466.75825068174
1958,302097.89361500874
1959,137297.35942526752
1960,108023.92308868065
1961,111107.81176370897
1962,95813.17356492729
1963,99881.3671304198
1964,108255.25419750626
1965,151411.33604621745
1966,137216.80888675473
1967,293313.0766087212
1968,458036.0228305081
1969,398062.1873618588
1970,472152.39309046103
1971,442974.01365191175
1972,395760.4699942939
1973,261779.95927016257
1974,340138.985842583
1975,523783.7324563632
1976,265642.4572763323
1977,401133.26232680085
1978,396698.73776352475
1979,345663.8707276482
1980,214319.30010263537
1981,360004.19684959785
1982,218436.9832088951
1983,205947.25331737046
1984,178104.1345491267
1985,221684.72407053775
1986,212736.09430929995
1987,163355.4915365381
1988,187148.51039405027
1989,189163.41760904714
1990,223502.22468796707
1991,227343.13965002034
1992,230317.53833905386
1993,178048.540278981
1994,255003.10679513318
1995,178163.191847921
1996,246902.38419858532
1997,341143.0199607918
1998,371489.66426522733
1999,271562.20212299254
2000,322614.20276068756
2001,268746.7651129161
2002,242310.09357244617
2003,267426.06581769395
2004,290967.6631433778
2005,245036.18051121102
2006,218543.5131177423
2007,251652.99112922698
2008,198465.03923697813
2009,202861.21429882533
2010,192999.62717953624
2011,153281.8452330938
2012,173881.19148906565
2013,190830.4109787689
2014,185189.56928585272
2015,198120.91620878558
2016,204043.3976316349
2017,204984.0094963263
2018,133145.64089756896
2019,135764.40293997875
2020,108465.35362312567
2021,107720.8092842581
2022,209273.69451297235
2023,139587.07849905777
2024,257362.11398269827
2025,344754.3387362487
2026,173466.42048091922
2027,161600.7868199266
2028,158807.4312199652
2029,165576.17038213127
2030,272958.54316465696
2031,249185.79402590377
2032,260853.11194656647
2033,258972.92066327657
2034,176776.59236314206
2035,210361.9473760197
2036,196904.5579634018
2037,200813.2858508829
2038,292389.278054194
2039,203604.945252324
2040,299507.64048574906
2041,291653.99110023666
2042,209528.84783493023
2043,169186.65191468372
2044,177841.5259047156
2045,216190.96734383106
2046,143330.07220157486
2047,150309.16893868658
2048,142572.61475885706
2049,144334.54935305077
2050,171669.49331267856
2051,115022.98005356448
2052,133836.55224001585
2053,142081.40675776952
2054,93024.93552680973
2055,177717.61038194553
2056,150628.93797299688
2057,116347.69936815076
2058,225752.07948672102
2059,146513.85451802475
2060,158686.57685138314
2061,172063.72916631098
2062,135721.7714852137
2063,109746.6571565844
2064,142359.5935464108
2065,126897.1258201796
2066,178590.95237087208
2067,138558.51585525137
2068,134150.18292899715
2069,88370.54199020659
2070,119114.5620443925
2071,100227.68616801157
2072,106071.82954462022
2073,142007.48784401218
2074,195240.2254011563
2075,141436.00265630055
2076,119716.00669966085
2077,150609.33707220329
2078,122015.96228447263
2079,130923.74177402993
2080,124169.06631602514
2081,117623.56113132962
2082,107827.68009486343
2083,146809.29860949484
2084,111462.79630912241
2085,113722.0380339475
2086,137438.04773283907
2087,111744.87440649098
2088,90746.41046076556
2089,81676.16540711149
2090,147699.62531837556
2091,110157.26371146871
2092,119204.06138636796
2093,135081.26496161285
2094,119690.23180941274
2095,158641.18101892868
2096,75241.76392344748
2097,100716.75899562328
2098,144775.41908224198
2099,56820.09975229363
2100,76577.5462205249
2101,111486.81937542479
2102,126919.22347974106
2103,97639.57744285416
2104,132734.4301591097
2105,135559.4126589909
2106,84753.32155766562
2107,216921.93837632053
2108,116601.26275437321
2109,97512.23908193783
2110,130400.86051507771
2111,143048.68924168506
2112,140032.8114154634
2113,113113.66354666486
2114,110986.83918673059
2115,152690.76502131257
2116,117574.3399038163
2117,139080.44196247376
2118,110479.74640662932
2119,122283.30735376044
2120,123035.13083587764
2121,96459.08793854699
2122,101661.89803329308
2123,75972.29882139106
2124,161709.5539769464
2125,129905.17456869809
2126,135325.56229563968
2127,170348.3113356097
2128,144513.06012959554
2129,114590.08970211106
2130,130210.9342565036
2131,157460.09196401926
2132,111444.94578456298
2133,122066.37020258537
2134,115144.13235513131
2135,112053.27239708025
2136,68131.22828186023
2137,107133.07160884574
2138,129546.54221433676
2139,146676.60652169219
2140,139261.62942667285
2141,147215.10063040486
2142,125713.10395156604
2143,138041.93362456467
2144,137795.19813453392
2145,142741.8689273761
2146,163440.59565848677
2147,149644.30393970097
2148,140904.98685075992
2149,189615.21018616337
2150,249465.08379868904
2151,112680.56203026073
2152,214187.89964863207
2153,159752.3540833875
2154,104268.12442849365
2155,138112.51422339803
2156,252713.76538858042
2157,226952.00076596215
2158,235288.48108192964
2159,231249.69047710157
2160,171918.3037449465
2161,246030.6849847917
2162,409894.3951830184
2163,391668.43553841714
2164,256009.31506745605
2165,183836.44999386487
2166,162344.96646881662
2167,197615.69338674334
2168,195027.3509210298
2169,199246.5366310732
2170,222294.57195369896
2171,141780.8208751525
2172,145240.27576849418
2173,159189.54408757263
2174,232505.88568242354
2175,299904.8588138543
2176,323724.1382668008
2177,250166.84460898777
2178,215598.74384035586
2179,147785.36035162513
2180,245764.87298251112
2181,193475.97735988608
2182,250257.21034147404
2183,187531.882133241
2184,117580.83817875561
2185,133087.88947219035
2186,145115.86464223586
2187,154954.5471425556
2188,163501.04634781263
2189,300360.8220752327
2190,89597.24194039976
2191,92261.58990914078
2192,94854.18110486807
2193,116301.43635523446
2194,112147.91832481135
2195,117765.45738699999
2196,111253.12874444133
2197,111938.5757987644
2198,161015.77345921713
2199,200148.9595767548
2200,135431.90505398408
2201,127480.82157001852
2202,185871.1132337492
2203,139592.24758003585
2204,157472.1417337044
2205,100957.66194409342
2206,132375.52907714157
2207,228261.03382900963
2208,253521.83838663352
2209,208975.98283607443
2210,117820.49599827616
2211,110397.64697953881
2212,110460.69341932419
2213,101812.54712956715
2214,135800.58512615322
2215,103956.31244543946
2216,151620.02149094883
2217,93815.0028579325
2218,66638.15036719671
2219,69144.84958214688
2220,67379.36130972176
2221,314614.04203207535
2222,247277.8315259458
2223,268760.7745269225
2224,211832.33563358884
2225,143283.49387503337
2226,191247.73315453777
2227,231771.9471799589
2228,287103.09027413034
2229,246978.99470941434
2230,164516.89759611283
2231,209120.2261812491
2232,165923.25888211455
2233,207912.48085756632
2234,247727.94975036682
2235,245948.74800557632
2236,269890.07110624586
2237,356169.6377931668
2238,207163.96036056406
2239,124464.21581730992
2240,169414.82364795986
2241,214909.34489438802
2242,127470.65541285898
2243,129062.02044887374
2244,107276.84120484657
2245,108794.00357516744
2246,133524.27828043755
2247,105729.2634557639
2248,122195.79420892216
2249,118111.02189555802
2250,137024.10539860523
2251,105495.54000677432
2252,178151.7909665732
2253,157356.95492325013
2254,169810.2198411459
2255,183802.41916817264
2256,188121.73822517917
2257,215226.87370184524
2258,165473.77795580807
2259,174203.71955564074
2260,180400.3470937048
2261,188279.62385425498
2262,215706.10454717424
2263,358659.61036227614
2264,435611.4907820128
2265,195417.47696187568
